timestamp_utc,monotonic_ns,label,type,command_id
2026-08-04T18:11:54.123Z,2335407015732,yes,yes,keyboard.return
2026-08-04T18:11:56.735Z,2335469583635,no,no,keyboard.return
2026-08-04T18:11:57.324Z,2335483815272,no,no,keyboard.return
2026-08-04T18:11:57.593Z,2335490295258,no,no,keyboard.return
2026-08-04T18:11:58.008Z,2335500255033,no,no,keyboard.return
2026-08-04T18:11:58.483Z,2335511655564,no,no,keyboard.return
2026-08-04T18:11:58.947Z,2335522790948,no,no,keyboard.return
2026-08-04T18:11:59.256Z,2335530208033,no,no,keyboard.return
2026-08-04T18:12:00.306Z,2335555407409,no,no,keyboard.return
