recording_started_at_utc,sample_timestamp_utc,device_name,channel,channel_sample_index,value_uv
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,1,-0.488281
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,2,-0.488281
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,3,30.761719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,4,-67.871094
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,5,321.289062
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,6,999.511719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,7,255.371094
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,8,-1000.000000
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,9,-628.906250
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,10,999.511719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,11,455.078125
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,TP10,12,-1000.000000
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,1,-0.488281
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,2,-9.277344
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,3,38.085938
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,4,-114.746094
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,5,333.984375
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,6,62.011719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,7,-162.109375
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,8,898.925781
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,9,999.511719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,10,164.062500
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,11,-681.152344
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.659Z,Muse-2E72,AF8,12,668.945312
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,1,-0.488281
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,2,10.253906
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,3,-10.742188
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,4,-51.269531
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,5,420.410156
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,6,-505.371094
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,7,-359.863281
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,8,999.511719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,9,999.511719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,10,-81.054688
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,11,-410.644531
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.660Z,Muse-2E72,TP9,12,960.449219
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,1,-0.488281
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,2,13.671875
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,3,-26.855469
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,4,-8.789062
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,5,277.832031
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,6,-719.726562
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,7,-365.722656
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,8,999.511719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,9,999.511719
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,10,-139.160156
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,11,-783.203125
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.661Z,Muse-2E72,AF7,12,750.976562
2026-08-04T18:49:06.579Z,2026-08-04T18:49:06.720Z,Muse-2E72,TP10,13,-1000.000000
