timestamp_utc,monotonic_ns,device_name,command_id,event_type,key_code,raw_payload
2026-08-04T18:49:08.997Z,2389045269546,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389045269546,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:09.230Z,2389050861756,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389050861756,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:09.441Z,2389055925735,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389055925735,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:10.105Z,2389071884943,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389071884943,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:10.265Z,2389075725228,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389075725228,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:10.398Z,2389078893601,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389078893601,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:10.732Z,2389086909636,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389086909636,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:10.736Z,2389087005127,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389087005127,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:10.739Z,2389087100632,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389087100632,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:12.579Z,2389131237397,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389131237397,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:12.860Z,2389137981851,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389137981851,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:12.863Z,2389138077028,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389138077028,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:12.867Z,2389138173058,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389138173058,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:12.890Z,2389138725242,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389138725242,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:12.895Z,2389138821033,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389138821033,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:12.898Z,2389138917285,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389138917285,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:13.248Z,2389147317158,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389147317158,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:13.510Z,2389153581397,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389153581397,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:13.514Z,2389153677530,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389153677530,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:13.517Z,2389153772988,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389153772988,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:15.675Z,2389205565375,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389205565375,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:16.176Z,2389217588860,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389217588860,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:16.181Z,2389217684487,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389217684487,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:16.184Z,2389217780599,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389217780599,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:16.635Z,2389228604965,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389228604965,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:17.887Z,2389258653438,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389258653438,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:18.104Z,2389263861044,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389263861044,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:18.108Z,2389263956281,Work Louder Creator Micro 2,keyboard.down-arrow,press,81,"{""hidTimestamp"":2389263956281,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":81,""locationID"":34603008,""value"":1}"
2026-08-04T18:49:18.112Z,2389264052492,Work Louder Creator Micro 2,keyboard.return,press,40,"{""hidTimestamp"":2389264052492,""product"":""Creator Micro 2"",""manufacturer"":""Work Louder"",""productID"":33432,""vendorID"":12346,""transport"":""USB"",""usagePage"":7,""usage"":40,""locationID"":34603008,""value"":1}"
